,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2024-02-14 21:00:00,33509.42326293795,16063.571865627251,803767.1449721804,56263.650297911205,0.727892177538433,0.14756278034173848,-1.8143763704789677,1.7059229243911203,1.5641972248462492,-0.2246769993994218,3.162084200473518,-0.5803281018877101,-25.655806233831246,-26.524971122057057,-0.8763436580944649,0.18882613149976515,-0.14775780468600547,-0.06288212217829284,-3.896155113442208,-0.6344932054456675,-0.8365000716520832,-5.971755120975192,1.7201550212705108,-3.5744643984280455
2024-02-15 00:00:00,31913.63897232909,15384.444946101688,761688.6697470045,49411.123679098,0.9254293738573688,0.02377639089496859,-1.0722633045052716,0.48324885286939,1.307075486152919,-0.09284128134742005,1.82273130065784,-0.29414214624160046,-24.33274420876728,-24.575700416530342,-0.033550658206464634,0.7260830888770523,-0.5887276296728299,-0.06846669776752327,-1.9940539925947465,-0.06476057789395916,-0.9465973510734116,-3.669951362604684,0.4838470455543182,-1.3261305890270203
2024-02-15 03:00:00,20792.906462004823,14584.691193848748,760695.5787321338,54864.82181540169,-0.05607147200231591,0.06921100397552453,-1.154559625771007,0.7091719124733517,0.8930543595216619,0.20913963337955382,4.632262603723889,0.03687960147512842,-21.352588660375275,-22.177978941746517,-0.4765342312473229,0.5878429839127343,0.3584571400985393,-0.06273945738682869,-0.7318536399461273,0.686821678330767,-0.5214576874499139,-4.153485145896694,0.3680818177314446,-1.2137894613887201
2024-02-15 06:00:00,39656.31319845754,14029.272666546189,745880.6311241682,64246.471931042564,0.29508099732033494,0.37589410151361946,-1.2585009307784372,-0.7181221683351815,1.787919474108786,-0.22102249916508518,5.738101286882757,-0.0967818433160834,-25.08466091581902,-25.096801748287405,0.10068868310041729,-0.7367531394684691,1.9120938244299894,0.15106506285126156,0.5289958250072366,0.08713368265032942,0.7951494491551578,-4.245685528417418,-0.7219287078324542,-0.35646323647684286
2024-02-15 09:00:00,62094.133069692594,17847.696551435998,772121.8885522902,56746.9093606488,0.8009911391481308,-0.009865488402072293,-1.641969852191064,3.6813446941262797,0.03540936817475427,-0.23309309615484713,1.1695746157223044,-1.0418254339558959,-34.22246840989483,-32.164752785101676,0.08758153838010779,3.57608035704462,0.13547226090496695,0.16073907275733054,-10.75668239282417,1.4320667969357166,0.8911885434762713,-11.08527829550354,4.08504235144053,-2.849422315425731
2024-02-15 12:00:00,42582.514034004824,17501.23663810453,513536.2914391661,95179.11474485404,3.1297691781251946,0.23307742274672594,-3.6611703413024426,1.3244933707260471,0.1279317444843085,-0.13331676683687327,0.27135584305652655,-1.3721518204746592,-16.735657835514086,-17.048075109726234,2.694380276047959,0.8011125999277273,-1.2411218010836307,-0.07834607442757058,-16.038412847683833,2.498663695503783,1.9937930553039813,-15.77836752756311,1.146386640388624,-1.1148481960500474
2024-02-15 15:00:00,35285.90216628617,16155.421343800474,425692.1710423194,110718.04518353051,5.220518685322926,0.1516596966297955,-5.332486509148865,0.5769423123218641,0.4413025393170766,-0.44922721792488024,-0.4326703284672617,-3.183877011227433,-8.925990587150537,-11.325898981116728,4.698423671986881,0.5227299273613727,-0.6762685924021216,-0.046051564151770336,-5.033024050847622,0.3004505432573967,4.254607250233523,-4.488385898554421,0.8284582694651785,-2.425101266985899
2024-02-15 18:00:00,27975.112438119,16506.52285242629,404822.9719408575,101668.84647921381,1.9953384777134486,0.23916562805264321,-4.479786311609112,-0.1169467737135353,0.15956539917628723,-0.609334090942195,1.2782252107093113,-3.7726883853537325,-4.012755034840105,-7.771241721976282,1.9676174118068157,-0.008062426205515625,-0.361656915032584,0.06564844145571408,-2.9154887954460906,-0.8232020857083424,1.7132817915572207,-1.7092661722597384,0.3188701306317306,-1.4133532382501865
2024-02-15 21:00:00,27474.112801582356,17573.427679243898,362717.6130606838,92936.88013223032,0.1834070765721355,0.2465655245358347,-4.4129727162451164,-1.1017597735503328,0.3107350671378459,-0.5944536779049067,0.8887126947889117,-1.932051658167534,1.5247169504021527,-0.8210879579727245,0.10525249587582876,-1.2088320737950007,-0.10783776717882658,0.10656433218943338,0.7391151591315348,0.5378701184711927,0.011399766791297727,4.079968104015604,-0.6473072879918275,-0.8412911660560571
2024-02-16 00:00:00,25645.816667056344,18808.31242771805,420787.8593780986,113286.84103819157,-0.8242514203385447,0.18021342084653114,-4.18735695442828,0.3294564024694574,0.1310174151280048,-0.32895751014169644,0.9263449976459576,-1.9914788344096777,-2.056465706787819,-3.5625376684295937,-0.5744645427712078,0.12384943047662811,-0.06380696218474222,-0.1893341072454295,0.8386891887922442,1.041329605740881,-0.8388623768047606,4.923952565913112,0.28886638451919316,-1.4840049167471787
2024-02-16 03:00:00,26095.882418391924,13483.81096274262,380833.2995385963,115429.59961623335,0.2783645733977002,-0.022793845863255533,-3.60780450655065,-0.23117050059044045,0.03236197259629708,-0.3122470276520729,1.7297603885349349,-2.0149273995636596,-2.4391684117240082,-2.8848740742671954,0.02416932215521112,-0.11825308088980695,-0.33599660699696027,-0.26289768438750866,-1.5996455512488776,0.05782334684125966,-0.11278785205881267,3.3993369137341745e-05,-0.15902731146262067,-1.3038832595552905
