pressure_level,2024-02-14T21,2024-02-15T03,2024-02-15T09,2024-02-15T15,2024-02-15T21,2024-02-16T03,2024-02-16T09,2024-02-16T15,2024-02-16T21,2024-02-17T03,2024-02-17T09,2024-02-17T15,2024-02-17T21,2024-02-18T03,2024-02-18T09,2024-02-18T15,2024-02-18T21,2024-02-19T03,2024-02-19T09,2024-02-19T15,2024-02-19T21,2024-02-20T03,2024-02-20T09,2024-02-20T15,2024-02-20T21,2024-02-21T03,2024-02-21T09,2024-02-21T15,2024-02-21T21,2024-02-22T03,2024-02-22T09,2024-02-22T15,2024-02-22T21
1000.0,0.5051860289067349,0.4101212288343845,-0.20216599883059416,0.05346286481119478,-0.1778827137595158,0.29404913953072764,0.7152265714344139,-0.06306084209865048,0.1961747506871916,0.1885095924059783,-0.2749878242186128,-0.0008219283874950634,-0.020914384946593145,0.0817110489358015,0.5487503293331883,0.6309334346590845,0.45562391382810574,0.2125958837391977,-0.23754740389352946,0.16973634561259132,0.15223909567822602,0.2506117819960423,0.0011677001194811965,-0.04753189219007936,0.00014333424309143084,-0.09007074838694962,-0.07656675997372986,0.22954425911598264,0.21215967772212707,-0.04781938911440875,-0.0785950701465481,0.07374307998207996,0.3219696299694874
975.0,0.10672359193273451,0.48528128758238154,-0.2804704782392946,0.3470916935137325,-0.2755054133691601,0.2449853232143937,0.5797038135988828,-0.22876626679590117,0.08062671009611222,0.0551773325449858,-0.15586064640893937,-0.09165280075046667,-0.12667543457132524,0.09128775375654641,0.5801641912507876,0.5935377332272651,0.2805846268782375,0.5103288059171405,-0.15338375907418822,0.254410169294772,0.24709654084233534,0.42145154565218945,0.16832544909402714,0.1925141837460842,0.3119239891925645,0.27912074072440873,0.18573585241506407,0.6272598198240757,0.552592697377861,0.41588844443066364,0.46921780578969674,0.6310796846929634,0.4884752674888091
950.0,0.5670879134882512,0.6302444848522555,-0.2944217279290342,0.08899298408181266,0.25592827292979337,0.5034286380040953,0.3505518559009033,0.33543453619296315,-0.13349805425394834,-0.21435731158271665,-0.17225225786501142,-0.47330630821193154,-0.07132534991325201,0.2722048122860201,0.17852195599641618,0.5090681160986605,0.46876337270828117,0.517433240266314,-0.049596727873733926,0.00277841601689488,0.29190231275885026,0.5513959218001787,0.44277858416779736,0.3952693398310885,0.4139109021207332,0.4912947513419681,0.4092858556538772,0.41840812335567534,0.30058013333876943,0.3581197057246186,0.4014531661278511,0.5759891055736261,0.7395538838777043
925.0,1.1151664748582562,0.5209239184234207,0.03741761177735725,0.0750217629467329,0.42578131189935675,0.30500674799412764,0.3871991927167642,0.411030565671922,0.1076052552634792,-0.07302946158313262,0.012430013294192577,-0.5079216841526772,-0.07280116426034056,0.14851836521012274,-0.02077834910846832,0.1868726918838206,0.08132330776680874,0.13103996745036284,0.06988605088554323,0.23747440578694068,0.06882100625597332,0.41226504097750194,0.4157031956281685,0.36731382682410185,0.357458758136886,0.6975256950755693,0.48381257033327074,0.4350330370503457,0.4214347111116581,0.05845956010750797,0.08856071053514825,0.4408978563445771,0.6279813595516544
900.0,0.7092638769597102,0.4715966011914361,0.17909034537007074,0.04061766351458118,0.4203536420324667,0.3931175377207978,0.3476258267647836,0.3928008449385061,-0.13974390451130603,-0.1496411194545999,-0.14802812137872934,-0.4301334965014121,-0.10487819292308131,0.13392788298267533,0.04407841002785062,0.10688266031127114,0.15530353921133155,0.17471759834910472,0.016379492047917665,0.2830276329603407,0.2939680352551477,0.3477582468138394,0.4588864021707195,0.37839498696763485,0.41406379852395503,0.694604674482207,0.43162436251054714,0.4344151248386652,0.3458101009862844,0.1754920026144191,0.056756016532517606,0.3929508955319534,0.4519114492777021
875.0,-0.04861474742727978,0.4789490718102343,0.04615778662963521,0.12810927242895787,0.40614226891295857,0.5227252885316602,0.3114994536765039,0.44052606135261385,-0.08422962525622779,-0.10932414563831117,-0.12681173034746962,-0.42062275442219743,-0.07549811167876896,0.1294397579353017,-0.023358703822793814,0.28866594456553685,0.13619870368091824,0.2678564116633879,-0.02819542378750839,0.2870012497444918,0.4111524474913608,0.32295400263581087,0.46368568219224926,0.39279373068364976,0.6604714966398433,0.6570335681887514,0.07661521678096506,0.4239411418766963,0.27985542920629314,0.5694294789705623,0.5267095928707022,0.2769080251364926,0.2092374588793291
850.0,-0.36189451137801143,0.08074497110902712,-0.1836219517867903,0.20366513386096585,0.28989138301869843,0.5433738269667288,0.3790990124776954,0.29456980143794453,-0.028906648007136937,-0.14690190780981993,-0.2334250532762212,-0.4427023252806066,-0.027259960426988528,0.06669986351653279,-0.019587250775998655,0.23020943426104168,0.021072344158767464,0.2958619094130768,-0.01947032376460811,0.24733253006115774,0.3816046484715798,0.4621697662019528,0.409306013819446,0.39603971826574025,0.6245621967916009,0.8331685770364743,0.11105259476011042,0.2876077799966765,0.19211234695825397,0.3362638412805836,0.2579115474127889,0.42530088557896306,0.4795190841458066
825.0,-0.20255744967761302,0.06130888505532539,-0.15129571026818667,0.43395216766623435,0.2277054846662736,0.5130925140536533,0.42374384017284683,0.1595798937788686,0.058097029555426616,-0.1829490224886854,-0.21193093571196187,-0.3945650872651072,-0.00988112859249668,0.01164421429803042,0.019501154313900315,0.221795838770106,0.004233271312614306,0.32648300645382733,-0.017480134376683054,0.3325252490960793,0.5929053650442597,0.693492053738396,0.47506042709198937,0.3556830215079003,0.3010546302770081,0.6812737973090748,0.6429037773476693,-0.14947120297284755,-0.014258380291323647,0.14866379400768892,0.17256437427215587,0.19056123480095266,0.21674019827503344
800.0,-0.011697920477047319,-0.07755809001014313,-0.07758689331581081,0.311284356214685,0.16181968674936797,0.5668438512457783,0.34975246373448954,0.1324100786457052,0.11884633384414656,-0.48391098953590017,-0.2232710127677251,-0.3848510381419601,-0.011228755630668275,-0.0897002034240586,0.04228858246449363,0.2112263273098165,0.1300725859225622,0.32174909260663753,-0.013842036977507632,0.48953204084045865,0.8988319391457935,0.8709641237822439,0.5088194245645354,0.4252484415051754,0.3375680235771483,0.42683068381160183,0.4483193938442014,0.03990244613220284,0.07472029215711018,0.23919571426779385,0.12544262202686696,0.06133492532836726,0.1506943721365701
775.0,0.016452072385845895,-0.0871462036216144,-0.19756156841225447,0.3825930439385843,0.25845592804012085,0.4747719182228707,0.49672699694662015,-0.020577135252324297,0.17356630332108125,-0.5679887407503088,-0.23292769075675324,-0.41268434135241705,0.06622187931520784,-0.03929309679642756,0.028356801681582056,0.19743261341807283,0.20674809212260925,0.39641447423997533,-0.034861607617472146,0.5028638918524848,1.2153449088300476,1.2004469293361808,0.5957300594762387,0.32033568237392274,0.3237960891104308,0.3170569767329994,0.42888177382195636,0.09751622279623007,0.2483535086117854,0.15943391277926366,-0.010858443033441745,0.02199527158836645,0.15266290818220796
