,2024-10-04 00:00:00,2024-10-04 03:00:00,2024-10-04 06:00:00,2024-10-04 09:00:00,2024-10-04 12:00:00,2024-10-04 15:00:00,2024-10-04 18:00:00,2024-10-04 21:00:00,2024-10-05 00:00:00,2024-10-05 03:00:00,2024-10-05 06:00:00,2024-10-05 09:00:00,2024-10-05 12:00:00,2024-10-05 15:00:00,2024-10-05 18:00:00,2024-10-05 21:00:00,2024-10-06 00:00:00,2024-10-06 03:00:00,2024-10-06 06:00:00,2024-10-06 09:00:00,2024-10-06 12:00:00,2024-10-06 15:00:00,2024-10-06 18:00:00,2024-10-06 21:00:00,2024-10-07 00:00:00,2024-10-07 03:00:00,2024-10-07 06:00:00,2024-10-07 09:00:00,2024-10-07 12:00:00,2024-10-07 15:00:00,2024-10-07 18:00:00,2024-10-07 21:00:00,2024-10-08 00:00:00,2024-10-08 03:00:00,2024-10-08 06:00:00,2024-10-08 09:00:00,2024-10-08 12:00:00,2024-10-08 15:00:00,2024-10-08 18:00:00,2024-10-08 21:00:00,2024-10-09 00:00:00,2024-10-09 03:00:00,2024-10-09 06:00:00,2024-10-09 09:00:00,2024-10-09 12:00:00,2024-10-09 15:00:00,2024-10-09 18:00:00,2024-10-09 21:00:00,2024-10-10 00:00:00,2024-10-10 03:00:00,2024-10-10 06:00:00,2024-10-10 09:00:00,2024-10-10 12:00:00,2024-10-10 15:00:00,2024-10-10 18:00:00
100.0,1.09800415642241e-05,-0.0002630157367569243,-1.1203378853505389e-05,-0.00020043941893388965,7.129609273573415e-05,4.3725588926471865e-05,0.00020918772676042254,0.00013191208604594476,-1.4358802418484069e-05,-0.00011959170844691932,-4.56199552125452e-05,-0.0001320305550854829,-1.921658607501584e-05,0.00011973598768847473,0.00023465407578777947,0.00016591033023038317,4.510091378220088e-05,-0.00020709445061853698,-0.00010709998962064437,-0.00011929728453397302,3.165002807398064e-05,1.6449745419735e-05,0.00022439699636766142,0.00013331088400940882,5.386495988084765e-05,-0.00015123072600935347,-0.0001309420112249917,-8.674790444208914e-05,4.0053230963366234e-05,0.00011803010316068641,0.0001107562986141179,0.00023055218254377518,-0.00010128741157357361,-8.303100878780876e-07,-9.314366520961664e-05,-0.00017604444351876868,-9.063983573314396e-06,9.573117017183014e-05,0.00018138507558566644,7.641055180319913e-05,-3.920825239795456e-05,-0.0001441442948381347,-0.0001063455576668653,-9.143507632566766e-05,2.429564841967874e-05,0.00011076138946182331,0.00023933324339617945,3.939261134030733e-05,-2.2516895023210638e-05,-0.00012098285965338602,-7.85891570354886e-05,-0.00010905753944117024,0.00021950483248645228,-1.4855408478561613e-06,6.026986907383029e-05
200.0,9.047238750884234e-05,-0.00034844102844408835,0.00018102059800790808,-0.0003565113326239004,-2.1369163465630045e-05,-0.00011454248972504494,0.00035635481412621606,8.174134823368847e-05,-1.2847413978744713e-05,-5.435106991663501e-05,-5.238498949101252e-05,-0.0002475137288651703,1.2749343108840872e-05,6.619613318986865e-05,0.00028037149553121276,0.00021860220291269105,-0.00015059989678194402,-8.995137146456319e-05,-5.730602492081017e-07,-0.00023415473357655107,-6.906089274855308e-05,0.00021442949059523016,0.000200430636143826,9.490509124561673e-05,0.00012831689258025256,-0.00017186195920686084,-3.3385438374198954e-05,9.375421676714336e-06,-3.1394167788899987e-05,6.877584321512579e-05,0.00035017968756376265,6.6218304517467e-05,-6.692687270036768e-05,-0.00012962821888272674,-1.9384703502248538e-06,-0.00013548479509768559,3.89142570267438e-05,0.00020784763760887747,0.0002579313367001958,7.397356245582724e-05,-6.334238420153467e-05,-8.280711837486369e-05,-4.302097648690187e-05,-8.666481019533107e-05,0.00019716456347065026,0.0001900057705612491,0.0003904139048606974,-1.5090562887608055e-06,0.00010284824070273487,-0.00018134059133432246,7.470355201525579e-06,-2.144028201689117e-05,0.00026260987438998714,-4.989949147670833e-05,0.0006217705281714207
300.0,0.00018876964274990634,-0.00023878635230787596,-4.986686621640968e-05,-0.0002713887757923847,-6.638454673708416e-05,-1.4224038472674072e-05,0.00016004272288753284,0.00015026967322281218,-2.8445577842628747e-05,-6.1461684196347e-05,-0.00016990840836483544,-8.532580211019585e-05,-4.8543694671819775e-05,0.0001392472375160396,0.0001532576342803852,0.00034590675404173855,1.4120224484776507e-05,-0.0001737263751774637,-9.826020821378434e-06,-3.669732251949728e-05,-1.6861047643443457e-05,0.00015107305709745065,0.0001776161553284401,0.00017216513176672462,3.966047806060075e-05,0.00010950938510450331,-3.4090535830913996e-05,-8.674714029534529e-05,3.1514439480457184e-05,9.364296639324026e-05,0.00048331754152088573,0.00010564395620593216,2.902722760402957e-05,2.7205688249890734e-06,5.098741187314696e-06,-2.478702758757628e-05,0.0002656205156909804,0.00015426684073731371,0.00024779572392793125,0.0001705728198243308,-4.1365148781940437e-05,-7.072847922072586e-05,-5.6387423066163706e-05,-1.5786148039668707e-05,9.604076630097554e-05,0.00014443613953789555,0.00025225755336230534,8.336116496470629e-05,1.7583700825027444e-05,-0.00020866295991962038,2.5516760947681532e-05,-3.370245923469535e-07,5.752347038907215e-05,0.00019276095820919698,0.00025937121234223396
500.0,-0.00015939846501170627,0.00011027835042512513,-0.0002559468977389278,0.0001235225674065715,-3.682666732634184e-05,4.833372645758473e-05,2.8095725952157693e-06,0.00021809190470845608,5.910067906763006e-07,-1.7294722868730478e-05,-0.00012869377620894072,-2.0692668245461703e-05,-6.261666354664528e-05,0.0001439266489202024,0.00013202705587892784,8.034429946471855e-05,8.679613289953094e-05,-8.31771471893364e-05,5.1519883708590536e-05,-4.623872226982075e-05,6.517204405680513e-05,0.00011048245697127032,0.00018736373770717932,7.598520976250377e-05,4.908968559704385e-05,-0.0001511092075580889,5.1540320797985775e-05,-3.9994874785330284e-05,-6.578553208518522e-05,7.289270502366122e-05,0.00011651449183499812,0.00017982723507217394,-2.4902178507356865e-05,-0.00013536731272296965,-5.1443136351924945e-05,-8.475525920844858e-05,0.00011168806398279426,4.375170224807889e-05,0.0001265666131453606,-4.003668094268221e-06,-5.543780080871699e-05,-0.00012134474805209773,-1.8755921805107637e-05,-1.1961558240193547e-05,-3.3520995893409496e-06,6.221959657345749e-05,0.00012749011902052834,9.069949669402499e-05,6.959793308855265e-05,4.271239348962394e-05,2.3032357735163828e-05,-9.086661132073638e-05,-6.246969693464185e-05,0.00025353976354674883,-6.82618675447093e-05
700.0,3.844607278585502e-05,-4.892871952826453e-05,-5.140743351439201e-05,-1.682575974996164e-05,-6.174808494910567e-06,1.5716734304459963e-05,0.00014750194010119881,0.00012735580690306179,-6.980361601780114e-05,-2.9188750716594916e-05,-3.942998396903286e-05,-6.45243869380895e-05,-4.408220334140479e-05,6.091979614225353e-05,0.00014066244612191223,0.00016092987879038693,-7.06461602761429e-05,-0.00010178070881549372,-6.871816954639111e-07,-4.159387548020485e-05,6.39808059557027e-05,0.0001279367576272437,8.997243134714032e-05,3.101530628896425e-05,9.281339801468956e-05,-3.727371066802173e-05,4.2828442884538673e-07,-2.4529850317535576e-05,-6.163518875709145e-06,9.896886375432507e-06,6.660904414759407e-05,0.00012285257216633139,-6.587794176594675e-05,-6.725889038498667e-05,1.1407913012339678e-05,-4.3604956885075047e-05,9.537216295150836e-05,7.689027253197731e-05,7.005033913038593e-05,5.3561194720642026e-05,-2.5233200276000445e-05,-0.00013254528886401092,-2.4659279017921498e-05,-5.550001443107858e-05,1.5546797893692127e-05,8.862675437972586e-05,0.0001320918940717769,9.705893463484244e-05,7.709926147676636e-05,1.7284727779247612e-05,-7.033982010729289e-05,-2.1579745764299857e-05,-3.578938945156148e-05,3.758585107027079e-05,6.627529901026896e-05
1000.0,0.00013215218793259276,-0.00022630968458545403,2.2516085609505115e-06,-5.3114178159535125e-05,6.528992667700472e-05,-6.434000911029551e-06,9.923496955695469e-05,9.933595978949877e-05,-0.00017738839885780706,-0.00012594035569286728,1.955629669183136e-05,-2.374386025836967e-05,9.74760377723063e-05,-9.790604856408226e-06,0.0001243693142219646,0.00014337180225960306,-3.810864200640217e-05,-0.00012155545686755888,-2.304326234030902e-06,-3.38329121122663e-05,6.939876853048887e-05,2.8443630157741525e-05,0.00013987685771769913,3.523014329496567e-05,-5.892070923008882e-05,-6.758120942753753e-05,2.4693523732102732e-05,-4.823985050481065e-05,6.92905019080903e-05,-4.363819013867477e-05,0.00026590891219843585,-9.803383725359322e-07,-4.9531652594532576e-05,1.629806392335924e-05,-5.898733223500699e-05,-1.8105846171616022e-05,0.00010536296198789234,1.2237102391008278e-05,0.00014857822619717808,4.135730653080252e-05,-1.0542835411178044e-05,-8.35727135752647e-06,-6.791902629952126e-05,-6.864111934410913e-05,-1.168550157397253e-05,8.473255028812708e-05,0.00017566553906578453,4.520766930166348e-05,0.00011449907280583985,-2.7358663629069342e-05,-8.925031839065243e-05,2.056820714438105e-05,-2.1023770208844364e-05,5.49134392805268e-05,0.00011282359500870213
2000.0,-0.00015840943679811803,2.8631065890890154e-05,-1.2183190389695764e-05,-1.2184711071238162e-05,-7.846376202649193e-05,5.8311045962886605e-05,2.1010447728769858e-05,4.410599898948653e-05,-3.8283071389411024e-05,6.178095280926186e-05,4.475756491937847e-05,-2.8361563664306106e-05,-6.217887186552352e-05,6.555826834856957e-05,5.677221176774795e-05,8.655346185791583e-05,-0.00016503886247727975,5.673595174754763e-05,1.985344581966731e-05,-1.3129241600272756e-05,8.648983697964949e-06,-4.334422979073649e-05,9.33841007820024e-05,8.033717355228637e-05,3.465845520671274e-05,-4.139069995129757e-05,1.3672926342429037e-05,1.8111700849922297e-05,-4.221426565954079e-06,-7.540943348345312e-06,6.0239310175695184e-05,0.0001384529584435957,3.980164408260187e-05,4.0919969950382876e-05,1.1145245358537357e-05,-2.7038920421007692e-05,3.341332552570632e-05,7.339931142144109e-06,6.975137349493679e-05,6.538277364753566e-05,6.6541487479401315e-06,1.490310809137906e-06,-3.205615369891996e-05,2.564214361665805e-05,4.5442699960640125e-05,1.6090588368748552e-05,8.001112834542095e-05,-1.4457940750480682e-05,-8.156707236692533e-05,-3.8042258879028314e-05,6.02074735476671e-05,-2.5751731735065797e-05,4.7834573471885996e-05,-8.0465033200451e-06,0.00016351534139352284
3000.0,-4.312358116526088e-06,-5.889893817999932e-05,3.577342332239561e-05,5.777954173255849e-05,1.4914204821951944e-05,-4.7214587149806353e-05,8.4864252068482e-05,-2.7783637313721873e-06,-9.432334452167215e-05,4.622304804706752e-05,-2.598423405416299e-05,2.9730382490816423e-05,-5.651160630059127e-06,2.382895689536719e-05,-2.233323805887622e-06,7.467270608250006e-05,-1.781173088733474e-05,-7.871171943626864e-07,4.275694105928139e-05,-9.584034686363731e-06,4.386491894531095e-05,8.110481356842381e-05,3.909879238920277e-06,6.433864185291349e-05,6.842716288098992e-05,-2.5087830092019063e-05,4.002922983210577e-06,-2.6149402107256227e-05,-1.1579978217067808e-05,6.299654063953403e-05,-3.7865000201813575e-06,6.485104617989329e-05,-8.382887224807335e-06,-1.2429837130107903e-05,1.7796782031061734e-05,3.223525455992977e-05,-2.5473415254571744e-05,-2.459678895031017e-06,7.717433290913886e-05,1.2335677944294949e-05,-3.3770633686806485e-06,3.224779726312658e-06,4.99870460309869e-05,2.0589810380098898e-05,7.129102470226308e-05,-2.7627424805756234e-05,5.2104974385313044e-05,2.4942436360710585e-05,1.024506215710931e-05,-2.6973971902975133e-05,4.5305848095832536e-05,-4.8721760776332824e-05,-6.023937387162829e-07,1.2712064379901915e-05,9.469764664484327e-05
5000.0,-4.5752041416751246e-05,3.662170707859085e-05,1.1245719933444448e-05,-3.0372416711273916e-05,-4.427754277709032e-05,-4.694729468811682e-05,6.163984738570857e-05,7.548494027191882e-05,-5.990478458370038e-05,4.8800361013220546e-05,4.3725012284748453e-05,-1.0032917293097677e-05,4.396763621209581e-06,4.100165722495096e-05,6.212362974680676e-05,7.555166386980323e-05,1.7638016590375445e-05,-4.112274554627642e-05,1.2074792536030777e-05,1.9158047444574428e-05,-1.2875980014990439e-05,7.058890926788624e-05,3.6006179932858415e-05,-3.421090305659093e-05,-2.667487501164021e-05,3.053561126465398e-06,3.373421180374172e-05,-8.019707178324699e-06,3.0989118501523817e-06,6.181464789787108e-05,5.855671539526928e-05,2.610274933167855e-05,2.2592810521952004e-05,-3.857414187209738e-05,3.409349340430887e-07,-9.55949044045754e-07,1.3563076023102763e-06,8.5588982804251e-06,3.276462224128831e-05,5.5172468041664304e-05,1.9945639294519743e-05,3.7092960472941203e-06,8.827103999276503e-06,3.698871429192116e-05,-2.3072676151632506e-05,4.948590658711187e-05,4.472108133631744e-05,2.939621889121988e-06,0.00010886216524568107,-1.1340497105499803e-05,-1.4839472627322634e-05,2.509898586921422e-05,-2.8212209539077943e-05,2.5790940704913348e-05,1.3330311673831063e-05
7000.0,-1.068736258751385e-05,6.989689439877348e-06,2.1636832336260716e-05,-1.510108084832094e-05,-3.582936709027686e-05,8.22694181899262e-06,2.6594596387072427e-05,5.3907210719129283e-05,2.2642971712416505e-05,3.841696484813201e-05,3.900617847081596e-05,5.466040785584383e-05,1.0482803649245247e-05,2.2172778606775466e-05,5.152583400981615e-05,5.323665439070621e-05,4.0540686762658245e-06,1.2660948713042722e-05,1.406666735403215e-05,-8.978576209709764e-06,4.0493619202708855e-05,1.8104174041257864e-05,2.1960220775542264e-05,5.228966583913042e-05,-2.0155867092977755e-06,4.457585047581073e-05,3.2544742734146524e-05,2.450162649985613e-06,-1.6209469925552346e-05,-2.6137547059136646e-06,7.445264593819776e-05,4.070438015545926e-05,6.037840804287945e-05,-1.886789070367252e-05,1.6608497599223115e-05,2.8646779495077707e-05,5.9419295093071514e-05,3.4980657395350525e-05,5.7551776610422385e-05,-2.532122263794947e-05,6.765923910038816e-06,1.8207014009318117e-05,-2.047192752570028e-05,4.8876710911398066e-05,-6.384632843293848e-06,4.316140843501746e-05,7.011166534375257e-05,5.286857597234723e-05,8.978301269321461e-05,2.3096980797905776e-05,-9.904100852387462e-06,1.1565871804490551e-05,-4.631407911207152e-05,4.413186733594017e-05,-2.9527095863581698e-05
